_id,projeto_registro,projeto_titulo,coordenador,nome_campus,desc_area_cnpq,palavras_chave,resumo,modalidade,grupos_pesquisa,projeto_pai_registro,data_atualizacao
efc1d92b-be3b-4a37-96cb-24c1991632d1,PES-2018-0055,Manejo Integrado de Doenças de Parte Aérea em Grandes Culturas,PAOLA MENDES MILANESI,Erechim,CIÊNCIAS AGRÁRIAS,AACPD; Agronomia; Controle; Fitopatologia,"Em todos os lugares onde plantas são cultivadas inúmeros são os relatos de fitopatologias associadas a essas culturas. No intuíto de minimizar os danos provocados por essas doenças, pode-se buscar desde métodos de controle alternativo e biológico, até métodos que preconizem o emprego de controle físico, cultural, genético e químico. A soma de todas essas medidas compõe o manejo integrado de doenças (MID), que envolve o uso de boas práticas agrícolas. Nesse sentido, objetiva-se avaliar a eficiência de controle de doenças, em culturas como trigo, cevada, canola, milho, soja e feijão, por meio de métodos baseados em controle alternativo, biológico, cultural, genético e químico. Os experimentos serão conduzidos no Laboratório de Fitpatologia e na Área Experimental da Universidade Federal da Fronteira Sul – Campus Erechim entre março de 2018 e agosto de 2023. As culturas serão implantadas conforme o delineamento experimental de blocos casualizados, atendendo às exigências de espaçamento entre linhas e entre plantas estabelecidos para cada cultura. A adubação de base e de cobertura (ureia, 45%), será dimensionada conforme as recomendações para as culturas, assim como todos os tratos culturais, que incluem aplicação de fungicidas, inseticidas e herbicidas. Para que se possa avaliar a eficiência dos tratamentos, serão realizadas avaliações de severidade da doença (%), por meio da coleta de amostras foliares antes de cada aplicação de fungicida, que serão comparadas por escala diagramática para avaliação da severidade da doença e cálculo da Área Abaixo da Curva de Progresso da Doença (AACPD). Após a colheita serão determinados os componentes de rendimento e a produtividade para cada tratamento. Espera-se poder observar a dinâmica de doenças foliares e de espiga (trigo, cevada e milho) frente aos diferentes tratamentos que serão avaliados em cada subprojeto, proporcionando informações que possam ser propagadas pela comunidade acadêmica da UFFS – Campus Erechim e comunidade regional, por meio de apresentações das pesquisas em dias de campo e eventos científicos e de extensão, dentro e fora da UFFS.",Guarda-chuva: Projeto Interno,Manejo Sustentável dos Sistemas Agrícolas - MASSA,,2019-10-11
bb017a81-e116-45d3-b2e2-f8c12c8e244a,PES-2018-0215,Estudo morfoanatômico e histoquímico de folhas de Aloysia gratissima (Gillies & Hook) Tronc. (Verbenaceae),CARLA MARIA GARLET DE PELEGRIN,Cerro Largo,CIÊNCIAS BIOLÓGICAS,Alfazema do Brasil; Anatomia vegetal; Fitoquímica; Plantas medicinais; Verbenaceae,"Dentre as plantas amplamente utilizadas pela população brasileira, devido ao potencial medicinal que possuem, podem ser destacadas espécies da família Verbenaceae. Muitos são os representantes da família que apresentam informações acerca do potencial antimicrobiano, composição dos óleos essenciais e ensaios farmacológicos, porém também existem espécies que são utilizadas levando-se em consideração apenas o saber popular, sua utilização como fitoterápico é repassado de geração para geração sem preocupação com a comprovação científica de sua eficácia. Neste contexto insere-se o gênero Aloysia, com sete espécies ocorrentes no Rio Grande do Sul, onde a maioria apresenta algum tipo de indicação popular como medicinal. No presente estudo pretende-se analisar A. gratissima com indicação de uso para dores de cabeça, sistema nervoso, distúrbios dos sistemas digestivo e respiratório. Apesar do potencial medicinal da espécie, são escassos os estudos que contribuam para a localização dos princípios ativos através da histoquímica, e para a descrição da morfoanatomia das folhas,  parte mais utilizada pela população nas preparações. Uma estratégia interessante para a investigação das propriedades medicinais dos vegetais é a combinação das informações adquiridas das populações que fazem uso da flora medicinal, com aquelas obtidas através de estudos morfoanatômicos, histoquímicos e farmacológicos. Dessa forma, devido à potencialidade na utilização de A. gratissima na medicina popular e a necessidade de uma maior investigação científica quanto sua morfologia, anatomia e histoquímica, o presente projeto objetiva: 1) Descrever características morfoanatômicas das folhas que possam contribuir na identificação de amostras estéreis da espécie; 2) Detectar através de análises histoquímicas a presença e localização de diferentes constituintes celulares. Serão realizadas expedições de coleta de exemplares férteis para a confecção de exsicatas, além disso, serão coletadas folhas para as análises morfoanatômicas e histoquímicas. Posteriormente, as amostras vegetais serão fixadas e processadas seguindo protocolos usuais para estudos em microscopia fotônica. As observações e registro de imagens serão realizados em microscópio ótico e em estereomicroscópio. Espera-se ao fim do projeto contribuir no processo de controle de qualidade de potenciais fitoterápicos que venham a ser desenvolvidos com a espécie selecionada, através da sua separação de espécie botanicamente próximas, localização in situ dos princípios ativos, monitoramento de análises fitoquímicas, uma vez que essas análises constituem uma etapa importante da bioprospecção, auxiliando na seleção de plantas alvo para futuras investigações farmacológicas.",Subprojeto,Biociencias,PES-2018-0060,2019-10-11
dae5ecb8-815e-461e-936a-4c71ac7df38a,PES-2018-0217,PROMOÇAO DA SAUDE E RISCOS DO AGRICULTOR FAMILIAR: MANEIRAS DE PENSAR E AGIR NO TRABALHO,DANIELA SAVI GEREMIA ; JEANE BARROS DE SOUZA,Chapecó,CIÊNCIAS DA SAÚDE,Adulto Jovem; HOMENS; MULHERES; PROMOÇÃO DA SAÚDE; RISCOS OCUPACIONAIS,"Os produtores agrícolas estão vulneráveis a diversas situações devido a alta exposição a
fatores de risco relacionado ao seu trabalho. A atividade agrícola é considerada uma perigosa
fonte de trabalho, devido a grande exposição aos agrotóxicos. Há também resistência dos
produtores rurais em fazer o uso dos Equipamentos de Proteção Individual (EPIs), por não
perceberem as consequências futuras que poderá acarretar. Ao pesquisar, percebe-se a
escassez de materiais técnico-científico sobre a promoção da saúde com agricultores
familiares, sendo está a grande parte de fornecimento da alimentação dos brasileiros. Assim,
este estudo tem por objetivo compreender a percepção de promoção da saúde e riscos de
agricultores familiares em seu trabalho. Trata-se de uma pesquisa descritiva exploratória, com
abordagem qualitativa. Os sujeitos da pesquisa serão dez jovens, dez homens e dez mulheres
agricultores familiares contanto com um total de trinta participantes, o local de estudo serão os
munícipios de São João da Urtiga/RS e Santiago do Sul/SC em parceria com os Sindicatos de
Trabalhadores Rurais dos referidos municípios. A coleta dos dados será através de entrevistas
individuais, com questões previamente elaboradas. O local de coleta dos dados será em um
local que fique favorável ao participante. As entrevistas acontecerão em três momentos, um
com os jovens, outro com os homens e outro com as mulheres, onde os jovens serão
pesquisados no município de São João da Urtiga, os homens em Santiago do Sul e as
mulheres nos dois municípios. A sistematização dos dados será baseada nas etapas da
análise de conteúdo, proposta por Bardin (2011). Com isso, esperasse trazer reflexões sobre a exposição aos fatores de risco que os agricultores familiares estão submetidos,
consequentemente preocupações com sua futura saúde e quanto à necessidade de promover sua saúde no presente, contribuindo para a qualidade de vida dos jovens, mulheres e homens.",Guarda-chuva: Projeto Interno,Políticas Públicas e Gestão em Saúde (PPGS),,2019-10-11
fb304c92-829e-42b9-b32a-0515bc940b70,PES-2019-0005,USO DE MÍDIAS SOCIAIS NA PREVENÇÃO DA RECAÍDA EM USUÁRIOS DE SUBSTÂNCIAS QUÍMICAS,ATHANY GUTIERRES,Passo Fundo,CIÊNCIAS DA SAÚDE,Apoio familiar. ; Dependência química. ; Prevenção da recaída.; Saúde e tecnologia.; Sistema Único de Saúde.,"A relevância do apoio familiar a pacientes com alguma dependência química para a prevenção de lapsos ou recaídas é fundamental no processo de tratamento dos pacientes. Na atualidade, a tecnologia pode ser um facilitador no acesso a informações e no compromisso que o familiar precisa assumir diante do dependente químico. Nesse sentido, o objetivo deste projeto é avaliar o impacto do uso de um aplicativo junto a familiares de ex usuários de substâncias químicas, visando à prevenção da recaída. 
",Guarda-chuva: Projeto Interno,"Inovação em Saúde Coletiva: políticas, saberes e práticas de promoção da saúde ",,2019-10-11
9a0e65c2-0484-4994-824c-21aa4e92f0cf,PES-2018-0271,A História da Ciência na Base Nacional Comum Curricular do ensino fundamental.,FABIANE DE ANDRADE LEITE,Cerro Largo,CIÊNCIAS HUMANAS,Base Nacional Comum; Currículo; Formação de Professores; História da Ciência,"No cenário educacional é crescente a discussão acerca do uso da História da Ciência (HC) em sala de aula como forma de proporcionar aos alunos uma maior compreensão acerca dos fatos que contribuiram para a evolução científica e tecnológica. De forma mais específica, no Ensino Fundamental identifica-se que a área de Ciências da Natureza tem sido considerada a área em que os alunos apresentam maiores dificuldades de compreensão, e como possiblidade de superar esses problemas surge a importância da abordagem histórica no ensino de Ciências que tem sido ressaltada por diversos pesquisadores dos processos de educação, bem como através do Parecer das novas Diretrizes Curriculares Nacionais para a Educação Básica (Parecer 7/2010 do CNE, p.28), o qual discorre o quão significativo é “ensinar a compreender o que é Ciência, qual a sua história e a quem ela se destina”. Essa perspectiva didática emerge em um momento em que se busca a superação da postura de quem ensina Ciências como simples descrição de teorias, sem buscar seus aspectos humanos e, portanto, éticos e culturais. O projeto de pesquisa em questão está vinculado ao Grupo de Estudos e Pesquisa em Políticas Públicas Educacionais e Práticas Pedagógicas - GEPPEPP da UFFS – campus Cerro Largo, e possui como foco analisar a Base Nacional Comum Curricular (BNCC) quanto a perspectiva da utilização da HC. Também objetiva aprimorar entendimentos sobre a implantação das políticas curriculares no Brasil e a influência no trabalho docente. A BNCC é um documento de caráter normativo que define o conjunto orgânico e progressivo de aprendizagens essenciais que todos os alunos devem desenvolver ao longo das etapas e modalidades da Educação Básica no Brasil, e foi aprovado pelo Conselho Nacional de Educação em dezembro de 2017. Para tanto, o presente trabalho trata de uma pesquisa qualitativa do tipo documental e bibliográfica em que será realizado um estudo no documento da BNCC, no que se refere a importância dada aos aspectos históricos da Ciência. Assim, a investigação por ora definida emerge do particular interesse em compreender a relação política, histórica, social e cultural dos currículos implementados ou em processo de implementação na educação básica e a preocupação com o processo de ensinar e aprender Ciências de forma humanizada. Nesse sentido, ocorrerá a discussão acerca de aspectos da História das Ciências: Biologia, Química e Física, permitindo a inserção destes entendimentos no contexto da Educação Básica.  ",Subprojeto,Grupo de Estudos e Pesquisa em Políticas Públicas Educacionais e Práticas Pedagógicas,PES-2018-0090,2019-10-11
959ad7d9-1811-4b42-b0ce-410687a5b196,PES-2018-0564,“Da classe daqueles que vagam”: os livres pobres e as estratégias de resistência cotidiana em Guarapuava (1840-1889)  ,FABIO PONTAROLO ; LUIZ CARLOS DE FREITAS,Laranjeiras do Sul,CIÊNCIAS HUMANAS,campesinato; fronteira; Livres pobres; Resistência; sertão,"A pesquisa visa investigar as formas de resistência das populações livres pobres migradas ou nascidas na Vila de Guarapuava, povoação a oeste na Província de São Paulo, e depois do Paraná, no período 1840-1889. A colonização da região se iniciou em 1810, voltada para a criação de gado e para a agricultura de subsistência, porém, a partir de 1840 a povoação instalada começou a fazer o papel de ponta de lança para novas expedições a Sul e a Oeste, deixando de ser a fronteira mais afastada em direção às repúblicas do Prata. Com essa peculiaridade de se tornar a borda do sertão, uma fronteira borrada de fixação, mas também de transitoriedade, a região atraía migrantes livres pobres para o convívio com indígenas, proprietários e escravos africanos, todos sob forte hierarquização. Os objetivos dessa pesquisa estão vinculados à compreensão das estratégias de resistência desenvolvidas pelos livres pobres durante o tempo que estiveram fixados em Guarapuava, e tem como pontos principais levantados a relação com o trabalho, a formação de vínculos familiares e de interdependência pessoal (agregação) os conflitos ocorridos nas vivências cotidianas, configurando atos de violência física, quanto aos conflitos realizados junto aos representantes do Estado na tentativa de obtenção da posse da terra. As metas correspondem a responder à pergunta: O que fazia com que os livres pobres deixassem de “vagar”  pelas províncias e estabelecessem residência e relações sociais e de trabalho em Guarapuava na segunda metade do século XIX? A metodologia será baseada no uso de concepções da micro-história social e da História Agrária.",Guarda-chuva: Projeto Interno,"Grupo de Pesquisa em Educação do Campo, Cooperação e Agroecologia  (GECCA) ",,2019-10-11
df462f35-a2aa-4b02-a1bd-ce98e59b87dc,PES-2018-0343,O conto africano contemporâneo de língua portuguesa de autoria feminina,DEMETRIO ALVES PAZ,Cerro Largo,"LINGUÍSTICA, LETRAS E ARTES",autoria feminina; Conto; Feminismo; Leitura; Literaturas africanas,"O presente projeto pretende analisar a produção contística de escritoras africanas de língua portuguesa com o intuito de perceber as diferentes representações que a mulher adquire nos textos literários. Investigaremos pelo menos uma escritora de cada um dos PALOP (Países Africanos de Língua Oficial Portuguesa): Angola, Cabo Verde, Guiné-Bissau, Moçambique e São Tomé e Príncipe. Por meio de pesquisa bibliográfica em fontes primárias (os textos literários das escritoras, pelo menos uma obra de cada autora) e fontes secundárias (estudos sobre as autoras em revistas acadêmicas, anais de congressos e livros), esperamos contribuir para o aumento da fortuna crítica e divulgação, no âmbito acadêmico, da produção de escritoras africanas de língua portuguesa. ",Subprojeto,Trânsitos literários,PES-2018-0126,2019-10-11
ab38cc54-eeea-4093-8ee9-49656ad9d8ad,PES-2018-0074,Estudos sobre marketing e tomada de decisão ,DIONEIA DALCIN,Cerro Largo,CIÊNCIAS SOCIAIS APLICADAS,Comercialização; Competitividade; Desenvolvimento,"As correntes transformações nos mercados consumidores requerem atenção das organizações e tem incentivado a criação de estratégias nas mesmas, assim como incentiva a análise decisória dos processos organizacionais. E, por conseguinte, impactam em elementos socioeconômicos globais e regionais. Assim, o presente estudo tem como objetivo estudar o marketing e os processos decisórios em organizações, cadeias produtivas e no desenvolvimento regional. A natureza da pesquisa será mista, sendo quantitativa e qualitativa. A quantitativa terá como enfoque medir empiricamente dados e inferir análises passíveis de réplica. E a qualitativa terá o enfoque de compreender e aprofundar fenômenos, onde a perspectiva dos participantes sobre o fenômeno estudado conduz a linhas de raciocínio através de um processo indutivo. Para tanto, o estudo contará com dados secundários advindos de pesquisa bibliográfica e estatística, em artigos científicos, teses, dissertações e em dados de órgãos especializados, como o IBGE para análise dos dados socioeconômicos da região das missões. Bem como estudará casos de produtos ou processos em cadeias produtivas. Para sistematizar as temáticas serão realizadas análise descritivas e estatísticas dos dados, a fim de promover inferências sobre o tema, generalizações e compreensão dos processos e auxílio no processo decisório. As bases teóricas estão relacionadas à teoria da tomada de decisão, marketing, desenvolvimento, orgânicos, cadeias produtivas e processos organizacionais. Como resultados, espera-se que a pesquisa contribua para o conhecimento da tomada de decisão em processos organizacionais, como forma de avaliação de processos mais adequados para tomada de decisão, aprimorando assim os níveis decisionais das organizações e promovendo a competitividade. Também deseja-se compreender a história dos orgânicos no Brasil, sua evolução e sua cadeia produtiva, com uma expectativa de que a mesma tenha uma estrutura de governança definida. E, a partir disso, estudar como o marketing tem contribuído para o desenvolvimento do mercado brasileiro dos orgânicos, elencando as principais estratégias adotas pelos elos de comercialização destes produtos. E por fim, tem-se como expectativa analisar os dados socioeconômicos da região das missões, já que trata-se de uma das regiões mais pobres do Rio Grande do Sul, compreendendo porque e quais fatores implicaram nesta condição. Deste modo, o presente estudo buscará contribuir com os estudos sobre tomada de decisão e marketing nas mais diversas áreas de atuação.
",Guarda-chuva: Projeto Interno,ESTUDOS ORGANIZACIONAIS E TECNOLOGIAS DE GESTÃO - EOTG,,2019-10-11
515dd521-bc22-4786-8ead-5913fe378493,PES-2018-0061,As práticas pedagógicas no ensino de Ciências e de Biologia,ERICA DO ESPIRITO SANTO HERMEL,Cerro Largo,CIÊNCIAS HUMANAS,Atividades práticas; Cinema; Currículo; Educação inclusiva; TIC,"A busca por recursos didáticos a fim de facilitar o processo de ensino e aprendizagem em sala de aula, por meio de práticas pedagógicas inovadoras, senão estimulantes, tem se desenvolvido nos últimos anos. O professor tem um importante papel no processo de ensino e de aprendizagem, a fim de aproveitar o conhecimento prévio e a curiosidade inata dos alunos, estimulando seu interesse pelas aulas. Além disso, com as novas políticas de inclusão escolar, possibilitando aos alunos com necessidades especiais um maior acesso às escolas, os professores também precisam repensar suas práticas pedagógicas, a fim de contemplá-los. Assim, é importante que novas pesquisas sobre as práticas pedagógicas no Ensino de Ciências e de Biologia sejam feitas, a fim de saber o que já foi realizado e o que ainda pode ser feito para ampliar o conhecimento nessa área. O presente projeto pretende propor e analisar práticas pedagógicas utilizadas no ensino de Ciências e de Biologia. Esta será uma pesquisa qualitativa, do tipo documental. Para a sua realização serão analisados trabalhos publicados nos anais de eventos e periódicos qualificados da área de ensino de Ciências e de Biologia. Primeiramente, será feita a leitura de todos os artigos encontrados. Em seguida, far-se-á uma seleção dos artigos que abordarem o tema estudado no subprojeto e somente então será realizada a análise e a contextualização, utilizando-se de referencial teórico, destes artigos. Também serão analisados filmes, séries e documentários a fim de serem elaboradas propostas de como podem ser utilizados como recursos didáticos em sala de aula. Para tanto, serão selecionados aqueles cuja temática seja das Ciências da Natureza. Primeiramente, eles serão assistidos, verificando sua adequação aos conteúdos e aos conceitos trabalhados, para que posteriormente sejam categorizados. Então, uma reflexão crítica, utilizando-se de referencial teórico, será realizada, a fim de que as propostas mais adequadas para a sua utilização em sala de aula sejam elaboradas. Ainda serão considerados: o público-alvo; a área e o enfoque temático; o ano da produção e seu contexto; a sinopse; a duração; e um possível roteiro de análise.",Guarda-chuva: Projeto Interno,Grupo de Estudos e Pesquisa em Ensino de Ciências e Matemática - GEPECIEM,,2019-10-11
9f44370b-a76c-4fb9-9828-6d5afa0c55d6,PES-2018-0137,"PRÉ-TRATAMENTO, HIDRÓLISE E FERMENTAÇÃO DE BIOMASSA LIGNOCELULÓSICA DE MILHOProjeto sem título",JOAO PAULO BENDER,Chapecó,ENGENHARIAS,Biocombutível; Enzimas; Etanol de Segunda Geração; Leveduras; Palha de Milho,"O Brasil é o segundo maior produtor de álcool combustível do mundo. O etanol atualmente produzido em nosso país é proveniente da fermentação do caldo de cana-de-açúcar e do melaço, substratos ricos em sacarose. A produção brasileira, no entanto, embora já bastante expressiva, pode vir a ter um aumento substancial quando a obtenção desse combustível for viabilizada também a partir de biomassa lignocelulósica. Nesse contexto, a biomassa de milho aparece como destaque no cenário nacional e estadual. Em 2015, o estado de Santa Catarina produziu, em seus 465,4 mil hectares de área plantada, aproximadamente 2,5 milhões de toneladas de palha de milho. Há ainda, porém, grandes desafios a serem enfrentados para viabilizar essa forma de produção de etanol, que pressupõem a otimização das etapas de pré-tratamento da biomassa, hidrólise dos polissacarídeos e fermentação dos hidrolisados. Desse modo, esta proposta é lançada com o intuito de encontrar as alternativas necessárias para garantir a viabilidade do processo, por meio da avaliação de diferentes métodos que maximizem os rendimentos em açúcar e através da seleção de leveduras que sejam capazes de metabolizar e fermentar eficientemente os carboidratos da biomassa em questão.",Guarda-chuva: Projeto em Acordo de Cooperação,Processos Enzimáticos e Microbiológicos (GPPEM),,2019-10-11
51381971-94c7-4d26-9cee-aad8b63cd13f,PES-2018-0147,"Desenvolvimento de objetos virtuais de aprendizagem, análise de representação e argumentação no contexto da educação básica.",NILCE FATIMA SCHEFFER,Chapecó,CIÊNCIAS HUMANAS,Ambientes Virtuais; Argumentação Matemática; Educação Básica; Formação de Professores ; Múltiplas Representações,"Este estudo será desenvolvido na UFFS Campus de Chapecó, universidade que teve origem em movimentos sociais que destaca em seus documentos a exigência de uma prática pedagógica onde o conhecimento é compreendido como processo. Dessa forma, a ação pedagógica do professor passa a ser mediadora da aprendizagem, estimulando a reflexão crítica e o livre pensar, como elementos constituintes da autonomia intelectual do educando na construção do conhecimento. Aspecto esse, que justifica a presença e a importância dada à pesquisa e a extensão desenvolvidas no Curso de Matemática Licenciatura, principalmente no que tange ao processo de ensino e de aprendizagem matemática, incentivando discussões e investigações acadêmicas quanto a aprendizagem matemática e suas relações com ambientes virtuais, refletindo na construção de conhecimentos.  O estudo volta-se para a análise de múltiplas representações e manifestações orais e escritas de alunos e professores em atividades com ambientes virtuais de aprendizagem nas aulas de matemática de uma escola pública do município de Chapecó. 
Um produto dos resultados dessa investigação será a produção e publicação de uma proposta didática para a ação pedagógica que contemple objetos virtuais de aprendizagem para ensinar matemática, produzidos e testados no estudo, a criação de um periódico do Grupo de Pesquisa, para divulgar pesquisas e práticas realizadas em Educação Matemática e Matemática e criação de um site livre do Grupo de Pesquisa para divulgar os Objetos Virtuais de Aprendizagem produzidos para ensinar Matemática e demais produções do grupo. O referencial teórico contará principalmente com autores tais como Borba e Confrey (1996), Borba e Villarreal (2005), Pais, (2002) Lincoln e Guba (1985), Skovsmose (2001), Duval (1999, 2003), Scheffer (2002, 2012, 2015), Bairral (2012, 2014, 2015), Powell (2015). A pesquisa terá uma abordagem qualitativa, com a coleta de dados baseada em sessões filmadas e observações de campo.
",Guarda-chuva: Projeto Aprovado em Edital Externo,"TECNOLOGIAS DA INFORMAÇÃO E COMUNICAÇÃO, MATEMÁTICA E EDUCAÇÃO MATEMÁTICA.",,2019-10-11
ec56c0fd-dbd8-4156-be79-cea7d07a9db7,PES-2019-0031,"NANOPARTÍCULAS DE EXTRATOS VEGETAIS DE PLANTAS NATIVAS DO RIO GRANDE DO SUL NA DIETA DE LEITÕES RECÉM DESMAMADOS, COMO ALTERNATIVA AO USO DE ANTIMICROBIANOS",BERNARDO BERENCHTEIN,Erechim,CIÊNCIAS AGRÁRIAS,Aditivos; Biotecnologia; Diarréia,"Extratos vehetais são normalmente fabricados através da micronização, a inovação deste projeto é elaborar e sintetizar nanopartículas de prata com extratos vegetais, com efeitos antimicrobianos comprovados, como a Carqueja (Baccharis trimera), Erva Mate (Ilex paraguariensis) e Losna (Artemisia absinthium L), com o objetivo de potencializar a ação bacteriostática destes extratos em dietas de leitões recémdesmamados. Diante disto, objetiva-se com este projeto, avaliar a utilização de extratos vegetais de plantas nativas do Rio Grande do Sul, nanoparticulados ou não, em dietas de leitões recém desmamados na fase de creche, sob os aspectos de desempenho, digestibilidade aparente das dietas, incidência de diarreias, morfometria de órgãos digestivos e histologia do epitélio intestinal. Para isso, serão utilizados 144 leitões recém-desmamados, os quais serão divididos em um delineamento de blocos casualizados, com oito tratamentos, cada qual composto por seis repetições de três animais: dieta controle negativo (ração sem antimicrobianos), dieta controle positivo (ração com antimicrobiano comercial), seguido de três tratamentos com dietas contendo extratos micronizados (40 ppm) de Carqueja (Baccharis trimera), Erva Mate (Ilex paraguariensis) e Losna (Artemisia absinthium L) e três tratamentos, com a inclusão da mesma concentração (40 ppm) dos extratos de Carqueja (Baccharis trimera), Erva Mate (Ilex paraguariensis) e Losna (Artemisia absinthium L), nanopartículados adicionados às dietas experimentais. O peso dos animais e o consumo de ração serão verificados semanalmente e ao término do experimento, que terá duração de cinco semanas, onde posteriormente serão avaliados o consumo diário de ração, o ganho de peso diário e a conversão alimentar dos leitões. As fezes serão monitoradas diariamente, com a atribuição de escores relacionados à consistência das mesmas. A digestibilidade aparente das dietas será realizada após a avaliação da energia bruta das dietas, bem como da análise dos nutrientes de interesse, seguida da energia bruta e dos demais nutrientes das excretas (fezes e urina). Para a morfometria dos órgãos, ao final do experimento, será selecionado um leitão por baia, aquele mais próximo do peso médio do bloco, o qual será abatido após insensibilização por eletronarcose, e posterior coleta dos órgãos digestivos e segmentados o intestino delgado e o intestino grosso, para posterior análise da pesagem e medição do comprimento dos diferentes segmentos. Após isto, será realizada a histologia do epitélio intestinal dos leitões avaliados neste estudo através de microscopia ótica e eletrônica de varredura.",Guarda-chuva: Projeto Aprovado em Edital Externo,Grupo de Estudo de Produção e Ambiência Animal da Fronteira Sul - GEPAAFS ,,2019-10-11
c4315c68-ff16-4cc0-9e8c-5d5f39fb4246,PES-2018-0385, Perfil de Pacientes que procuram atendimento em uma Clínica-Escola de Nutrição de um Município do Sudoeste do Paraná.,MARCIA FERNANDES NISHIYAMA,Realeza,CIÊNCIAS DA SAÚDE,doenças crônicas ; estado nutricional; prevenção; saúde; serviço nutricional,"

A transição nutricional resultou-se em uma epidemia global de obesidade e na prevalência de doenças crônicas não transmissíveis, como por exemplo, o diabetes, hipertensão arterial e dislipidemias. Em decorrência destes fatores, aumentou-se a procura pelo atendimento nutricional, visando a manutenção da saúde e/ou prevenção de doenças, assim como, o tratamento dietoterápico destas patologias frequentes. Desta forma, é de grande importância o conhecimento dos usuários que procuram este tipo de atendimento através da intervenção do profissional nutricionista, a fim de, promover a reeducação alimentar levando-se em consideração suas preferências, aversões, intolerâncias e hábitos alimentares. O objetivo geral deste estudo será caracterizar o perfil nutricional dos usuários que procuram atendimento em uma Clínica Escola de Nutrição da Universidade Federal da Fronteira Sul (UFFS), cujos objetivos deste local são a promoção da integração de atividades de ensino, pesquisa e extensão, habilitando os futuros nutricionistas para atuarem de forma participativa e colaborativa junto à comunidade, através de atendimento qualificado à população residente nas áreas urbanas e rurais de Realeza e seu entorno. A presente pesquisa possui caráter longitudinal e documental, na qual foi aprovada pelo Comitê de Ética em Pesquisa com Seres Humanos da UFFS e institucionalizada desde o ano
de 2015, no Campus Realeza. A coleta de dados ocorrerá através da aplicação de anamneses pelos estagiários do Curso de Nutrição da UFFS, com o consentimento dos usuários que aceitarem a fazer parte da pesquisa e, concordando com sua participação, na
sequência foram convidados a assinarem o Termo de Consentimento Livre e Esclarecido (TCLE). Posteriormente, os dados serão tabulados para a realização das devidas análises
estatísticas. 
",Guarda-chuva: Projeto Interno,Segurança alimentar e nutricional - SAN,,2019-10-11
b582ceaa-b6a4-48a3-afc3-54277eb0999c,PES-2018-0131,"Fitorremediação de metais pesados: estudo dos mecanismos bioquímicos e fisiológicos e, o potencial fitorremediador de Eucalyptus grandis associado ao endofítico Fusarium spp. na presença do cádmio. ",DENISE CARGNELUTTI,Erechim,NI,Estresse oxidativo; Fitorremediação; Fungos endofíticos; Metais pesados; Tolerância,"O cádmio (Cd) é um metal pesado, presente naturalmente no ambiente, embora não possua função biológica conhecida. Tal elemento é tóxico para os organismos vivos e, a presença deste elemento, tem se tornado cada vez mais frequente no ambiente devido às atividades antrópicas tais como a adição de fertilizantes fosfatados aos solos agrícolas, atividade de indústrias e a mineração. Para remediar os solos contaminados com metais pesados como o cádmio, são utilizadas tecnologias agressivas e de alto custo. Além disso, muitos estudos vêm utilizando as plantas para a limpeza dos ambientes contaminados, tecnologia conhecida como fitorremediação. No entanto, as plantas são muito sensíveis e não crescem em ambientes contaminados devido à alta toxicidade do Cd. Por outro lado, os fungos apresentam grande capacidade de adaptação à presença de metais pesados no solo, assim, a fitorremediação utilizando a associação entre plantas e fungos torna-se muito promissora na recuperação de áreas contaminadas com Cd. Portanto, este projeto tem por objetivo estudar a fitorremediação de Cd em solo, através da avaliação dos mecanismos bioquímicos e fisiológicos da interação entre Eucalyptus grandis e o endófito Fusarium spp., bem como avaliar o potencial desta associação na fitorremediação de Cd. Para isso, serão realizados quatro experimentos. O primeiro experimento será realizado para isolar as diferentes espécies de Fusarium spp. Estas espécies serão inoculadas em diferentes partes de E. grandis (sementes e folhas) bem como no substrato de crescimento (solo) e, a adaptação, será avaliada através do crescimento da raiz principal. As duas espécies fúngicas que melhor se adaptarem a associação com E. grandis e, identificadas como não patogênicas, serão utilizadas nos experimentos subsequentes. A seguir será realizada uma triagem de doses de Cd (experimento 2) para serem utilizadas nos experimentos 3 e 4 os quais irão avaliar através de parâmetros bioquímicos e fisiológicos as respostas da interação entre E. grandis e Fusarium spp. bem como o potencial desta associação na fitorremediação de Cd. Os dados serão submetidos à análise de variância e as médias dos tratamentos serão comparadas pelo Teste de Tukey a 5% de probabilidade de erro.
",Guarda-chuva: Projeto Interno,Agricultura Familiar e Transição Agroecológica - AFTA,,2019-10-11
