_id,processo_seletivo,nome_curso,semestre_oferta,ano_oferta,data_inicio_matriculas,data_fim_matriculas,vagas,data_atualizacao
51285cef-d88c-4043-b633-97108fc76413,EDITAL Nº 094/UFFS/2016 PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA,Residência Médica em Cancerologia Clínica - Hospital São Vicente de Paulo,1,2016,2016-03-02,2016-03-03,2,2019-08-26
48578297-539d-453e-96bc-4a876042870a,EDITAL Nº 094/UFFS/2016 PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA,Residência Médica em Cardiologia - Hospital da Cidade de Passo Fundo,1,2016,2016-03-02,2016-03-03,4,2019-08-26
ea881eb9-8c94-4598-af81-365bfc953be0,EDITAL Nº 797/UFFS/2016 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA 2017 – PASSO FUNDO,Residência Médica em Cirurgia Geral - Hospital São Vicente de Paulo,1,2017,2017-03-01,2017-03-03,8,2019-08-26
05f7e48c-832d-46d8-9804-63f25fb3adaf,EDITAL Nº 797/UFFS/2016 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA 2017 – PASSO FUNDO,Residência Médica em Clínica Médica - Hospital São Vicente de Paulo,1,2017,2017-03-01,2017-03-03,10,2019-08-26
a828df5c-0b0b-427f-893c-33e0f49fa34d,PROCESSO SELETIVO PARA MÉDICO RESIDENTE EDITAL Nº RM 01/2015 PARA INGRESSO EM 2016,Residência Médica em Cirurgia Geral R3 - Hospital Regional do Oeste,1,2016,,,1,2019-08-26
da5210ad-4748-4c0a-a255-a4a491b73288,"Edital 218/UFFS/2016: , HOSPITAL DA CIDADE DE PASSO FUNDO, 
HOSPITAL  DE  CARIDADE  DE  CARAZINHO  e  HOSPITAL  SÃO  VICENTE  DE 
PAULO  DE  PASSO  FUNDO. Publicado em 16.03.16.",Residência Médica em Medicina de Urgência - Hospital São Vicente de Paulo,1,2016,2016-03-28,2016-03-28,2,2019-08-26
5f183ea9-76d1-46d0-a76b-a2559f535266,"Edital 219/UFFS/2016: Ingresso nos programas de Residência Médica Campus Chapecó, Hospital Regional do Oeste. Publicado em 16.03.16.",Residência Médica em Pediatria - Hospital Regional do Oeste,1,2016,2016-03-30,2016-03-30,1,2019-08-26
dae3b951-0507-40a8-9cb6-b279fad09f1c,EDITAL Nº 797/UFFS/2016 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA 2017 – PASSO FUNDO,Residência Médica em Ecocardiografia - Hospital São Vicente de Paulo,1,2017,2017-03-01,2017-03-03,2,2019-08-26
d6bc03e0-c9ed-4fac-9b6c-17568739234a,EDITAL Nº 797/UFFS/2016 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA 2017 – PASSO FUNDO,Residência Médica em Gastroenterologia - Hospital São Vicente de Paulo,1,2017,2017-03-01,2017-03-03,3,2019-08-26
9eae9869-7af3-4a4d-8c64-c176ccad5b45,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Obstetrícia e Ginecologia - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-02-27,5,2019-08-26
7233e2ac-f44c-4d03-8acb-23a381db0cd2,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Neurocirurgia - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,1,2019-08-26
de62c9d4-1985-4290-835f-311de3f5c0f9,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital da Cidade de Passo Fundo. Publicado pela UFFS em 20 de agosto de 2014",Residência Médica em Cardiologia - Hospital da Cidade de Passo Fundo,1,2015,2015-02-23,2015-07-31,4,2019-08-26
d31e8697-72f7-4988-b026-6d46ba6a9dee,"Processo Seletivo para Ingresso no programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital da Cidade de Passo Fundo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Neurocirurgia - Hospital da Cidade de Passo Fundo,1,2015,2015-02-23,2015-07-31,1,2019-08-26
8efae28c-e9be-4113-bcfb-2f06359e5802,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Neurologia - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-02-27,2,2019-08-26
6332d8d0-2eec-4aeb-919c-641cbc394330,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Medica em Radioterapia - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-09-30,1,2019-08-26
08f8d4c8-bc3f-4d7d-8a1e-f1724d67af05,EDITAL Nº 094/UFFS/2016 PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA,Residência Médica em Cirurgia Geral - Hospital da Cidade de Passo Fundo,1,2016,2016-03-02,2016-03-18,2,2019-08-26
e0ce8f18-73e1-438f-ba12-5caaafcf2164,EDITAL Nº 125/GR/UFFS/2019 - ADMISSÃO DE ALUNOS EM DISCIPLINA ISOLADA NO CURSO DE MESTRADO DO PROGRAMA DE PÓS-GRADUAÇÃO EM ENSINO DE CIÊNCIAS,Programa de Pós-Graduação em Ensino de Ciências,1,2019,2019-03-07,2019-03-13,15,2019-08-26
763e452d-895f-4ba6-a035-ad41d35768d2,EDITAL Nº 122/GR/UFFS/2019 - ADMISSÃO DE ALUNOS EM DISCIPLINA ISOLADA NO CURSO DE MESTRADO EM HISTÓRIA - PPGH,Mestrado em História,1,2019,2019-03-07,2019-03-11,10,2019-08-26
0a5f8350-564f-49eb-bb5e-93d93674f013,"Processo Seletivo para Ingresso no programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital da Cidade de Passo Fundo. Publicado pela UFFS em 20 de agosto de 2014",Residência Médica em Clínica Médica - Hospital da Cidade de Passo Fundo,1,2015,2015-02-23,2015-07-31,9,2019-08-26
15cd5629-955b-4733-ba81-fdde53efce12,"Processo Seletivo para Ingresso no programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital da Cidade de Passo Fundo. Publicado pela UFFS em 20 de agosto de 2014",Residência Médica em Cirurgia Geral - Hospital da Cidade de Passo Fundo,1,2015,2015-02-23,2015-07-31,6,2019-08-26
ec49ec94-efa4-4984-b145-94887d67deec,"Processo Seletivo para Ingresso no programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital da Cidade de Passo Fundo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Obstetrícia e Ginecologia - Hospital da Cidade de Passo Fundo,1,2015,2015-02-23,2015-07-31,4,2019-08-26
5a968723-7264-4315-89b6-56924d292856,"Processo Seletivo para Ingresso no programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital da Cidade de Passo Fundo. Publicado pela UFFS em 20 de agosto de 2014",Residência Médica em Cirurgia Vascular - Hospital da Cidade de Passo Fundo,1,2015,2015-02-23,2015-07-31,1,2019-08-26
5904c538-85e2-4607-8fe1-6b67b5324d21,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Ortopedia e Traumatologia - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,6,2019-08-26
edeb8537-2364-4133-8719-ca3a1e0d6bcb,"Processo Seletivo para Ingresso no programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital da Cidade de Passo Fundo. Publicado pela UFFS em 20 de agosto de 2014",Residência Médica em Gastroenterologia - Hospital da Cidade de Passo Fundo,1,2015,2015-02-23,2015-07-31,1,2019-08-26
433eb650-97bf-4329-be4f-bb0f57a6fc8f,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Oftalmologia - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,3,2019-08-26
939e8753-91ce-456a-969b-c5b8c48e266e,Edital nº 343/UFFS/2015 - Abre inscrições ao processo para ingresso no curso de Pós-Graduação Lato Sensu em Orientação Educacional - campus Cerro Largo,Especialização em Orientação Educacional,2,2015,2015-08-24,2015-09-25,35,2019-08-26
c323b46a-000b-4911-a424-28a6fd3d7006,"Edital 218/UFFS/2016: , HOSPITAL DA CIDADE DE PASSO FUNDO, 
HOSPITAL  DE  CARIDADE  DE  CARAZINHO  e  HOSPITAL  SÃO  VICENTE  DE 
PAULO  DE  PASSO  FUNDO. Publicado em 16.03.16.",Residência Médica em Medicina Intensiva - Hospital São Vicente de Paulo,1,2016,2016-03-28,2016-03-28,2,2019-08-26
f06dd43c-94a4-4c4c-b6e2-a9df7057adce,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Neurologia - Hospital São Vicente de Paulo,1,2016,2016-02-01,2016-03-14,2,2019-08-26
87b7cb14-f923-4828-8653-b73ce8980f24,EDITAL Nº 094/UFFS/2016 PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA,Residência Médica em Cancerologia Pediátrica - Hospital São Vicente de Paulo,1,2016,2016-03-02,2016-03-03,1,2019-08-26
f4f86fbb-99b0-47f1-99c8-92acc6a7088f,PROCESSO SELETIVO PARA MÉDICO RESIDENTE EDITAL Nº RM 01/2015 PARA INGRESSO EM 2016,Residência Médica em Clínica Médica - Hospital Regional do Oeste,1,2016,,,4,2019-08-26
a0b80291-02f6-4641-92f2-ac4d4f2003ba,"Edital 219/UFFS/2016: Ingresso nos programas de Residência Médica Campus Chapecó, Hospital Regional do Oeste. Publicado em 16.03.16.",Residência Médica em Ortopedia e Traumatologia - Hospital Regional do Oeste,1,2016,2016-03-30,2016-03-30,1,2019-08-26
1b1565de-b67d-4463-86e3-671e8d16a1c2,EDITAL Nº 094/UFFS/2016 PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA,Residência Médica em Hematologia e Hemoterapia - Hospital São Vicente de Paulo,1,2016,2016-03-02,2016-03-03,1,2019-08-26
bc99b265-c72f-47bd-b0d6-2862a9d15fc4,EDITAL Nº 1020/UFFS/2016 PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA CAMPUS CHAPECÓ,Residência Médica em Cirurgia Geral R3 - Hospital Regional do Oeste,1,2017,2017-02-13,2017-02-13,1,2019-08-26
c8387636-ea43-45a0-8292-7044ebe16d2d,EDITAL Nº 561/UFFS/2016 ADMISSÃO DE ALUNOS EM DISCIPLINA ISOLADA NO PROGRAMA DE PÓS - GRADUAÇÃO  MESTRADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS (PPGICH),Mestrado Interdisciplinar em Ciências Humanas,2,2016,2016-08-03,2016-08-03,9,2019-08-26
ed0650f3-7c9e-4157-90c0-da292654cd0d,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Medicina da Família e Comunidade - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,3,2019-08-26
a33f28ef-bb76-4b5c-83ac-6b91db09158a,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Hematologia e Hemoterapia - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,1,2019-08-26
fd0ca789-6bb9-4014-a44b-00929bce57b2,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Medicina Intensiva Pediátrica - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,2,2019-08-26
c8681481-71f2-458a-9997-b61d67ecd220,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Medicina de Urgência - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,2,2019-08-26
6924e8b9-fb81-43eb-a93a-e6a64efb1fc1,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Patologia - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-02-27,1,2019-08-26
f2d8e6d3-91d9-47b8-ad5a-cb548b4e5931,"Processo Seletivo para Ingresso no programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital da Cidade de Passo Fundo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Psiquiatria - Hospital da Cidade de Passo Fundo,1,2015,2015-02-23,2015-07-31,2,2019-08-26
58f8badf-e3b8-49f4-a4ea-c68364fdfae8,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Cardiologia - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,4,2019-08-26
85e54529-13ae-4468-b8b5-f383abde39c7,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Clínica Médica - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,10,2019-08-26
d956a5e8-6465-47dd-b880-e2de1fa707da,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Cirurgia Geral - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,8,2019-08-26
d2b5a816-a4fe-4772-a107-ee106dc6eb35,"Processo Seletivo para Ingresso no programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital da Cidade de Passo Fundo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Pediatria - Hospital da Cidade de Passo Fundo,1,2015,2015-02-23,2015-07-31,4,2019-08-26
fa5f35fa-02dc-422a-829b-5e61b2adb2fb,EDITAL Nº 122/GR/UFFS/2019 - ADMISSÃO DE ALUNOS EM DISCIPLINA ISOLADA NO CURSO DE MESTRADO EM HISTÓRIA - PPGH,Mestrado em Educação,1,2019,2019-03-07,2019-03-11,20,2019-08-26
ecd001af-2321-4451-a58a-a4d50562dae6,EDITAL Nº 217/GR/UFFS/2019 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA 2019,Residência Médica em Mastologia - Hospital da Cidade de Passo Fundo,1,2019,2019-03-14,2019-03-14,1,2019-08-26
2aec0adf-313b-4f68-9852-af476c26a453,EDITAL Nº 128/GR/UFFS/2019 - ADMISSÃO DE CANDIDATOS EM DISCIPLINA ISOLADA NO CURSO DE MESTRADO DO PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E TECNOLOGIA DE ALIMENTOS – PPGCTAL/UFFS,Mestrado em Ciência e Tecnologia de Alimentos,1,2019,2019-03-07,2019-03-11,17,2019-08-26
fbd2a247-31dc-4e46-ac9b-dfbf86c1d767,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Medicina Intensiva - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,2,2019-08-26
6af8c1d3-80d1-46d4-97cd-d2d2026e1724,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Gastroenterologia - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,3,2019-08-26
9d5436be-a7f6-4155-acca-e4972076f295,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Neonatologia - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,3,2019-08-26
af86cba2-5f16-49cb-8e7c-865281ff30af,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Hemodinâmica e Cardiologia Intervencionista - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,1,2019-08-26
9457663f-517c-416d-8b8b-6a0b43c25431,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Ecocardiografia - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,2,2019-08-26
4745ab3b-b469-46a2-a48c-b9e6cd26c435,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Nefrologia - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,2,2019-08-26
9b909c87-f322-4ecb-a8a9-99a636d117c3,EDITAL Nº 685/UFFS/2015 - ADMISSÃO DE CANDIDATOS EM DISCIPLINA ISOLADA NO CURSO DE MESTRADO DO PROGRAMA DE AGROECOLOGIA E DESENVOLVIMENTO RURAL SUSTENTÁVEL - PPGADR,Mestrado em Agroecologia e Desenvolvimento Rural Sustentável,2,2015,2015-08-26,2015-08-28,13,2019-08-26
136b7bb1-133d-47e1-b38c-c5416020397d,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Gastroenterologia - Hospital da Cidade de Passo Fundo,1,2016,2016-02-01,2016-02-05,1,2019-08-26
8e04267c-a418-4c00-9303-b385deae7aaf,EDITAL Nº 094/UFFS/2016 PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA,Residência Médica em Geriatria - Hospital São Vicente de Paulo,1,2016,2016-03-02,2016-03-03,2,2019-08-26
a5d22c79-4daf-45b1-9718-12b0bf169883,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Neurocirurgia - Hospital São Vicente de Paulo,1,2016,2016-02-01,2016-02-05,2,2019-08-26
46cb3546-8ca1-459a-94e5-abd45884b06d,EDITAL Nº 094/UFFS/2016 PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA,Residência Médica em Obstetrícia e Ginecologia - Hospital da Cidade de Passo Fundo,1,2016,2016-03-02,2016-03-03,2,2019-08-26
7900a608-ffcf-49bc-857e-ce020df62ea5,Processo Seletivo 2014 Hospital São Vicente de Paulo. Publicado pela COREME em 17 de agosto de 2013.,Residência Médica em Pediatria - Hospital São Vicente de Paulo,1,2014,2015-02-23,2015-07-31,5,2019-08-26
0347175f-7b73-4fcd-883a-c610495171c5,Edital de Concurso de Seleção à Residência Médica - 2014 para o Hospital da Cidade de Passo Fundo. Publicado pela COREME em 26 de agosto de 2013.,Residência Médica em Neurocirurgia - Hospital da Cidade de Passo Fundo,1,2014,2015-02-23,2015-07-31,1,2019-08-26
5e45cd49-399d-4fa6-bd6e-92f97ac5e670,Edital de Concurso de Seleção à Residência Médica - 2014 para o Hospital São Vicente de Paulo/Passo Fundo. Publicado pela COREME em 17 de Agosto de 2013.,Residência Médica em Neonatologia - Hospital São Vicente de Paulo,1,2014,2015-02-23,2015-09-30,1,2019-08-26
0826e32e-9e10-4f08-bbc5-b17994791cf4,Processo Seletivo 2013 Hospital São Vicente de Paulo. Publicado pela COREME em 17 de agosto de 2013.,Residência Médica em Clínica Médica - Hospital São Vicente de Paulo,1,2014,2015-02-23,2015-07-31,6,2019-08-26
f3517071-1fd7-4252-b583-268dcd7450b2,Processo Seletivo 2014 Hospital da Cidade de Passo Fundo. Publicado pela COREME em 08 de fevereiro de 2014,Residência Médica em Clínica Médica - Hospital da Cidade de Passo Fundo,1,2014,2015-02-23,2015-07-31,6,2019-08-26
46a72755-e4e5-4027-87f1-4c09e6f77b8c,Processo Seletivo 2014 Hospital da Cidade de Passo Fundo. Publicado pela COREME em 26 de agosto de 2013.,Residência Médica em Pediatria - Hospital da Cidade de Passo Fundo,1,2014,2015-02-23,2015-07-31,4,2019-08-26
45afa53e-ba65-43f1-9f48-9c2897b37722,Processo Seletivo 2014 Hospital São Vicente de Paulo. Publicado pela COREME em 17 de agosto de 2013,Residência Médica em Cirurgia Geral - Hospital São Vicente de Paulo,1,2014,2015-02-23,2015-07-31,6,2019-08-26
57314e74-5217-4635-9510-25d761926ddb,Edital de Concurso de Seleção à Residência Médica - 2014 para o Hospital São Vicente de Paulo/Passo Fundo. Publicado pela COREME em 17 de Agosto de 2013.,Residência Médica em Oftalmologia - Hospital São Vicente de Paulo,1,2014,2015-02-23,2015-09-30,2,2019-08-26
5985e4e0-de0d-4671-9777-8f17fe77c941,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Cirurgia Vascular - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,3,2019-08-26
cc1e1a16-47c2-4551-9afa-155a025fdf33,Edital de Concurso de Seleção à Residência Médica - 2014 para o Hospital da Cidade de Passo Fundo. Publicado pela COREME em 26 de agosto de  de 2013.,Residência Médica em Cirurgia Vascular - Hospital da Cidade de Passo Fundo,1,2014,2015-02-23,2015-07-31,2,2019-08-26
8ad2927f-df22-42f3-941b-02f06dbc311a,Edital de Concurso de Seleção à Residência Médica - 2014 para o Hospital da Cidade de Passo Fundo. Publicado pela COREME em 26 de agosto de 2013.,Residência Médica em Gastroenterologia - Hospital da Cidade de Passo Fundo,1,2014,2015-02-23,2015-07-31,1,2019-08-26
9d7e6d72-258c-4f83-b258-db5aaecb18c7,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Geriatria - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,2,2019-08-26
b5533097-3ffe-452e-94a3-693ab95eac74,Edital de Concurso de Seleção à Residência Médica - 2014 para o Hospital da Cidade de Passo Fundo. Publicado pela COREME em 26 de agosto de 2013.,Residência Médica em Medicina Intensiva - Hospital da Cidade de Passo Fundo,1,2014,2015-02-23,2015-07-31,1,2019-08-26
18bbdbbd-a132-41dc-b878-1d3e84963a64,Edital de Concurso de Seleção à Residência Médica - 2014 para o Hospital da Cidade de Passo Fundo. Publicado pela COREME em 26 de agosto de 2013.,Residência Médica em Neonatologia - Hospital da Cidade de Passo Fundo,1,2014,2015-02-23,2015-07-31,1,2019-08-26
eb41911d-37d2-438e-ad63-26f85c9b0082,"Processo Seletivo para Ingresso no Programa Residência Médica - Edital Nº 510/UFFS/2014, para o Hospital São Vicente de Paulo. Publicado pela UFFS em 20 de agosto de 2014.",Residência Médica em Cancerologia Clínica - Hospital São Vicente de Paulo,1,2015,2015-02-23,2015-07-31,1,2019-08-26
6ba26472-5d81-459d-bd21-25d05636e37b,Edital de Concurso de Seleção à Residência Médica - 2013 para o Hospital São Vicente de Paulo/Passo Fundo. Publicado pela COREME em 17 de Agosto de 2013.,Residência Médica em Clínica Médica em Radiologia e Diagnóstico por Imagem – Hospital São Vicente de Paulo,1,2014,2015-02-23,2015-09-30,3,2019-08-26
fa823c6b-2a19-4109-97c7-559232a2d31c,EDITAL Nº 217/GR/UFFS/2019 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA 2019,Residência Médica em Neurologia - Hospital da Cidade de Passo Fundo,1,2019,2019-03-14,2019-03-14,2,2019-08-26
7858d6de-2383-4e39-8e0b-34bce69040d0,EDITAL Nº 217/GR/UFFS/2019 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA 2019,Residência Médica em Oftalmologia - Hospital de Olhos,1,2019,2019-03-14,2019-03-18,2,2019-08-26
eaf731dd-54b7-4d30-9b26-28b6539bc0bd,EDITAL Nº 377/GR/UFFS/2019 - PROCESSO SELETIVO DO PROGRAMA DE PÓS-GRADUAÇÃO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS PPGICH UFFS,Mestrado Interdisciplinar em Ciências Humanas,2,2019,2019-07-15,2019-07-19,20,2019-08-26
5d40faf7-dfed-482b-b356-0fbc8f86440e,EDITAL Nº 748/UFFS/2015 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA/2016,Residência Médica em Neurocirurgia - Hospital da Cidade de Passo Fundo,1,2016,2016-02-01,2016-02-05,1,2019-08-26
ccb0bc69-fdf7-409d-aad9-969cad5d5591,EDITAL Nº 306/UFFS/2015 - PROCESSO SELETIVO DO PROGRAMA DE PÓS-GRADUAÇÃO PROFISSIONAL EM EDUCAÇÃO - PPGPE/UFFS,Mestrado Profissional em Educação,2,2015,2015-08-26,2015-09-02,20,2019-08-26
87e5bfee-a14c-4b70-be8c-444debce38d9,PROCESSO SELETIVO PARA MÉDICO RESIDENTE EDITAL Nº RM 01/2015 PARA INGRESSO EM 2016,Residência Médica em Ginecologia e Obstetrícia - Hospital Regional do Oeste,1,2016,,,2,2019-08-26
44adeeb0-889e-4dcd-9238-23a55f3a415d,Edital de Concurso de Seleção à Residência Médica - 2014 para o Hospital da Cidade de Passo Fundo. Publicado pela COREME em 08 de fevereiro de 2014.,Residência Médica em Clínica Médica em Radiologia e Diagnóstico por Imagem – Hospital da Cidade de Passo Fundo,1,2014,2015-02-23,2016-12-01,1,2019-08-26
98ff0357-84f4-446d-9a48-6a2fefb71938,Edital de Concurso de Seleção à Residência Médica - 2013 para o Hospital São Vicente de Paulo/Passo Fundo. Publicado pela COREME em 17 de Agosto de 2012.,Residência Médica em Clínica Médica em Radiologia e Diagnóstico por Imagem – Hospital São Vicente de Paulo,1,2013,2015-02-23,2015-09-30,3,2019-08-26
7893fef7-4382-4364-8b15-7916ac63b22b,EDITAL Nº 797/UFFS/2016 - PROCESSO SELETIVO PARA INGRESSO NOS PROGRAMAS DE RESIDÊNCIA MÉDICA 2017 – PASSO FUNDO,Residência Médica em Oncologia Clínica - Hospital da Cidade de Passo Fundo,1,2017,2017-03-01,2017-03-03,2,2019-08-26
